team,player_name,position,assists,clearances,creativity_score,defensive_contribution,distance_covered_km,expected_assists_xa,expected_goals_xg,goals,interceptions,key_passes,minutes_played,offensive_contribution,pass_accuracy,player_rating,possession_impact,saves,shots,shots_on_target,stamina_score,tackles,top_speed_kmh,matches_in_dataset,goal_overperformance,assist_overperformance,goal_contribution,expected_goal_contribution,goal_contribution_overperformance,shot_accuracy,cluster,cluster_label
Algeria,Adam Kara,Midfielder,0.024390243902439025,0.5609756097560976,68.59024390243901,51.56341463414634,5.6414634146341465,0.062195121951219505,0.024878048780487806,0.04878048780487805,0.8048780487804879,0.926829268292683,44.36585365853659,60.4780487804878,0.8539024390243902,4.692682926829268,4.495121951219512,0.0,0.5121951219512195,0.024390243902439025,84.85121951219513,0.9024390243902439,23.848780487804877,41,0.023902439024390244,-0.03780487804878048,0.07317073170731708,0.08707317073170731,-0.013902439024390228,0.047619047619047616,2,Underperforming Attackers
Algeria,Adam Toudic,Defender,0.0,1.2926829268292683,31.841463414634145,52.24634146341463,2.7414634146341466,0.010731707317073172,0.003902439024390244,0.024390243902439025,0.6097560975609756,0.12195121951219512,25.878048780487806,24.114634146341466,0.8085365853658536,2.7902439024390246,0.9829268292682927,0.0,0.07317073170731707,0.0,80.06829268292684,0.7560975609756098,14.614634146341464,41,0.02048780487804878,-0.010731707317073172,0.024390243902439025,0.014634146341463415,0.00975609756097561,0.0,0,Defensive Specialists
Algeria,Houssem Belkebla,Defender,0.024390243902439025,2.073170731707317,32.265853658536585,74.61951219512196,4.060975609756097,0.0014634146341463415,0.0041463414634146335,0.0,1.0,0.21951219512195122,37.853658536585364,33.78780487804878,0.8346341463414634,3.6414634146341465,3.275609756097561,0.0,0.12195121951219512,0.0,82.02682926829269,1.4878048780487805,18.87560975609756,41,-0.0041463414634146335,0.022926829268292682,0.024390243902439025,0.005609756097560975,0.01878048780487805,0.0,0,Defensive Specialists
Algeria,Houssem Brahimi,Forward,0.0975609756097561,0.04878048780487805,80.29756097560976,23.026829268292683,5.404878048780487,0.0526829268292683,0.06439024390243903,0.21951219512195122,0.14634146341463414,0.975609756097561,48.390243902439025,90.54878048780488,0.7970731707317074,5.058536585365854,4.6414634146341465,0.0,1.6585365853658536,0.3170731707317073,86.00487804878048,0.43902439024390244,24.421951219512195,41,0.1551219512195122,0.0448780487804878,0.3170731707317073,0.11707317073170732,0.2,0.1911764705882353,3,Efficient Finishers
Algeria,Houssem Mokrani,Midfielder,0.12195121951219512,0.4634146341463415,88.91707317073171,79.02682926829269,4.158536585365853,0.04926829268292683,0.018536585365853658,0.04878048780487805,0.5121951219512195,1.146341463414634,34.75609756097561,90.07560975609756,0.8424390243902439,4.890243902439025,9.341463414634147,0.0,0.6097560975609756,0.04878048780487805,85.42926829268292,0.8536585365853658,21.653658536585365,41,0.030243902439024393,0.07268292682926829,0.17073170731707316,0.06780487804878049,0.10292682926829266,0.08,1,Creative Playmakers
Algeria,Islam Touzi,Defender,0.0,1.9024390243902438,30.74390243902439,51.72682926829269,5.0,0.0029268292682926834,0.001707317073170732,0.024390243902439025,1.1951219512195121,0.2682926829268293,45.8780487804878,25.848780487804877,0.8082926829268293,3.7853658536585364,1.8365853658536584,0.0,0.1951219512195122,0.0,81.14878048780487,1.3658536585365855,21.526829268292683,41,0.022682926829268292,-0.0029268292682926834,0.024390243902439025,0.004634146341463415,0.01975609756097561,0.0,0,Defensive Specialists
Algeria,Ismael Benlamri,Defender,0.04878048780487805,1.951219512195122,29.99512195121951,92.81219512195122,4.082926829268293,0.003902439024390244,0.0031707317073170734,0.07317073170731707,1.0731707317073171,0.5121951219512195,38.21951219512195,47.33170731707317,0.8114634146341464,3.8487804878048784,5.914634146341464,0.0,0.3170731707317073,0.0,83.61707317073171,1.5853658536585367,18.402439024390244,41,0.06999999999999999,0.0448780487804878,0.12195121951219512,0.007073170731707317,0.1148780487804878,0.0,0,Defensive Specialists
Algeria,Ismael Boufantin,Forward,0.04878048780487805,0.12195121951219512,39.202439024390245,25.992682926829268,3.5146341463414634,0.012195121951219513,0.03048780487804878,0.17073170731707318,0.14634146341463414,0.2926829268292683,32.63414634146341,42.73658536585366,0.7775609756097561,3.129268292682927,0.751219512195122,0.0,0.4634146341463415,0.024390243902439025,79.26585365853659,0.36585365853658536,17.080487804878047,41,0.1402439024390244,0.03658536585365854,0.21951219512195125,0.04268292682926829,0.17682926829268297,0.05263157894736842,2,Underperforming Attackers
Algeria,Ismael Brahim,Midfielder,0.024390243902439025,0.3902439024390244,45.139024390243904,37.94146341463414,4.11219512195122,0.027073170731707313,0.012195121951219513,0.0,0.4634146341463415,0.5609756097560976,34.390243902439025,41.265853658536585,0.8526829268292683,3.724390243902439,1.9560975609756097,0.0,0.4634146341463415,0.04878048780487805,80.82439024390244,0.9512195121951219,19.834146341463416,41,-0.012195121951219513,-0.002682926829268288,0.024390243902439025,0.03926829268292682,-0.014878048780487797,0.10526315789473684,2,Underperforming Attackers
Algeria,Ismael Brahimi,Goalkeeper,0.024390243902439025,0.6585365853658537,28.27560975609756,80.96585365853659,2.824390243902439,0.0,0.0,0.0,0.14634146341463414,0.12195121951219512,29.634146341463413,8.958536585365854,0.7126829268292683,2.3560975609756096,0.9780487804878049,1.0975609756097562,0.0,0.0,82.3390243902439,0.0,11.31219512195122,41,0.0,0.024390243902439025,0.024390243902439025,0.0,0.024390243902439025,0.0,4,Low-Impact / Low-Minute Players
